,ClassificationCode,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE,cluster,PC1,PC2,university
142,17,1631,1736,3367,4,0.0,0.0,0,0,0,0.0,0.0,0,35777.0,39386.0,4.0,6.0,86210.0,89854.0,1.66,2.63,5109.0,4958.0,5.0,7.0,31152.0,30988.0,0.82,1.12,66.0,64.0,66,64,6250.0,103016.0,12057.0,130464.0,233480.0,6250,103016,12057,130464,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,6.0,0,6,6,0,0,4,3,1,10,0.0,12.0,1.0,11.0,0.0,1.0,0.0,1.0,13.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,7.0,12.0,0,17,1,16,0,8,0,8,25,327242.0,494299.0,821541.0,327242,494299,821541,326776.0,487946.0,814722.0,326776,487946,814722,66,64,708199,708199,1835375,1823067,0,-4.427397538118777,0.23639444884183597,Cosumnes River College
143,17,1692,1769,3461,4,0.0,0.0,0,0,0,0.0,0.0,0,14208.0,14453.0,7.0,8.0,28416.0,28906.0,3.5,4.0,1859.0,1838.0,7.0,8.0,27110.0,27230.0,0.48,0.54,123.0,123.0,123,123,8476.0,154099.0,7880.0,115174.0,269273.0,8476,154099,7880,115174,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,3.0,3.0,2.0,0.0,2.0,0.0,8.0,0,13,8,5,2,0,2,0,15,0.0,17.0,0.0,17.0,0.0,2.0,0.0,2.0,19.0,0.0,14.0,0.0,14.0,0.0,11.0,0.0,11.0,25.0,0,31,0,31,0,13,0,13,44,292697.0,241090.0,533787.0,292697,241090,533787,216426.0,199141.0,415567.0,216426,199141,415567,109,105,686729,622556,1346350,1136293,3,-3.363886447924657,4.4165259620574115,Cuesta College
144,17,1028,1069,2097,4,0.0,0.0,0,0,0,0.0,0.0,0,26600.0,17549.0,5.0,6.0,83125.0,60168.0,1.6,1.75,1181.0,1233.0,4.0,3.0,39367.0,36990.0,0.12,0.1,107.0,64.0,107,64,2290.0,42618.0,3770.0,35055.0,77673.0,2290,42618,3770,35055,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,6.0,0,9,2,7,0,2,2,0,11,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0,7,0,7,0,1,0,1,8,122716.0,156362.0,279078.0,122716,156362,279078,122716.0,156351.0,279067.0,122716,156351,279067,97,57,328578,328578,678006,677794,0,-5.979994314640955,-1.6321891223477423,Cuyamaca College
145,17,2350,2861,5211,4,0.0,0.0,0,0,0,0.0,0.0,0,22150.0,21233.0,6.0,8.0,89195.0,97623.0,1.49,1.74,2905.0,2767.0,16.0,28.0,26713.0,27572.0,1.74,2.81,102.0,106.0,102,106,5359.0,98906.0,6675.0,94967.0,193873.0,5359,98906,6675,94967,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,2.0,0.0,4.0,3.0,1.0,8.0,0,10,7,3,0,4,3,1,14,0.0,15.0,0.0,15.0,0.0,1.0,0.0,1.0,16.0,0.0,17.0,0.0,17.0,0.0,11.0,0.0,11.0,28.0,0,32,0,32,0,12,0,12,44,382877.0,353992.0,736869.0,382877,353992,736869,332086.0,315411.0,647497.0,332086,315411,647497,102,90,585892,585892,1644763,1503723,3,-3.1554545089531443,4.645623593844463,Cypress College
146,17,5579,4813,10392,4,0.0,0.0,0,0,0,0.0,0.0,0,31962.0,39119.0,9.0,10.0,96207.0,124583.0,2.99,3.14,4340.0,2515.0,19.0,13.0,21700.0,22091.0,3.8,1.48,245.0,143.0,245,143,5770.0,195918.0,14029.0,185320.0,381238.0,5770,195918,14029,185320,0.0,7.0,3.0,4.0,0.0,2.0,2.0,0.0,9.0,0.0,4.0,2.0,2.0,0.0,6.0,4.0,2.0,10.0,0,11,5,6,0,8,6,2,19,0.0,19.0,0.0,19.0,0.0,4.0,0.0,4.0,23.0,0.0,14.0,0.0,14.0,0.0,9.0,0.0,9.0,23.0,0,33,0,33,0,13,0,13,46,318716.0,606723.0,925439.0,318716,606723,925439,318716.0,606723.0,925439.0,318716,606723,925439,226,126,620764,620764,1931777,1931777,3,-1.9423459793017568,7.306382669896837,De Anza College
147,17,1892,2051,3943,4,0.0,0.0,0,0,0,0.0,0.0,0,24779.0,19893.0,7.0,7.0,61948.0,49733.0,2.8,2.8,4221.0,3214.0,17.0,7.0,35175.0,26783.0,2.04,0.84,198.0,109.0,198,109,6186.0,164705.0,8466.0,99087.0,263792.0,6186,164705,8466,99087,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,8.0,0,11,0,11,0,4,0,4,15,0.0,17.0,0.0,17.0,0.0,1.0,0.0,1.0,18.0,0.0,9.0,0.0,9.0,0.0,2.0,0.0,2.0,11.0,0,26,0,26,0,3,0,3,29,210853.0,223303.0,434156.0,210853,223303,434156,210853.0,223303.0,434156.0,210853,223303,434156,196,95,670665,670665,1386670,1386670,0,-4.959465525804979,2.766570940732308,College of the Desert
148,17,3887,3522,7409,4,0.0,0.0,0,0,0,0.0,0.0,0,25683.0,19295.0,8.0,9.0,76666.0,61146.0,2.68,2.84,2802.0,2120.0,15.0,13.0,15801.0,16023.0,2.66,1.72,171.0,122.0,171,122,8055.0,191615.0,10289.0,148257.0,339872.0,8055,191615,10289,148257,0.0,6.0,4.0,2.0,0.0,2.0,2.0,0.0,8.0,0.0,5.0,2.0,3.0,0.0,4.0,4.0,0.0,9.0,0,11,6,5,0,6,6,0,17,0.0,12.0,0.0,12.0,0.0,3.0,0.0,3.0,15.0,0.0,8.0,0.0,8.0,0.0,5.0,0.0,5.0,13.0,0,20,0,20,0,8,0,8,28,325201.0,504358.0,829559.0,325201,504358,829559,295420.0,390536.0,685956.0,295420,390536,685956,171,116,139299,102620,1300665,1094399,3,-3.2406325589741236,4.134431985290371,Diablo Valley College
149,5,332,893,1225,2,409504.0,585262.0,994766,41,59,27839.0,18586.0,46425,46302.0,40512.0,4.0,7.0,66146.0,51096.0,2.8,5.55,9608.0,8463.0,6.0,10.0,37678.0,32676.0,1.53,2.59,61.0,99.0,61,99,14884.0,209649.0,28166.0,359556.0,569205.0,14884,209649,28166,359556,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,7.0,4,2,6,0,2,3,2,3,11,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,4.0,1.0,5.0,1.0,5.0,10.0,1,10,1,10,1,5,1,5,17,515426.0,1102211.0,1617637.0,515426,1102211,1617637,515426.0,1102211.0,1617637.0,515426,1102211,1617637,60,99,874246,874246,3362245,3362245,0,-2.7735415660769096,-1.6247247901673771,Dominican University of California
150,17,3690,4071,7761,4,0.0,0.0,0,0,0,0.0,0.0,0,8818.0,8812.0,7.0,9.0,18155.0,18025.0,3.4,4.4,7261.0,7464.0,23.0,17.0,16012.0,16001.0,10.43,7.93,213.0,122.0,213,122,6592.0,203500.0,10761.0,119500.0,323000.0,6592,203500,10761,119500,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,2.0,1.0,1.0,9.0,0,14,5,9,0,2,1,1,16,0.0,20.0,0.0,20.0,0.0,3.0,0.0,3.0,23.0,0.0,6.0,0.0,6.0,0.0,13.0,0.0,13.0,19.0,0,26,0,26,0,16,0,16,42,249320.0,286532.0,535852.0,249320,286532,535852,249320.0,286532.0,535852.0,249320,286532,535852,208,115,542840,542840,1356860,1356860,3,-3.05909401471496,5.593856697876264,East Los Angeles College
151,17,4103,3933,8036,4,0.0,0.0,0,0,0,0.0,0.0,0,36309.0,34830.0,10.0,10.0,108385.0,112355.0,3.35,3.1,6185.0,3198.0,32.0,21.0,76713.0,57400.0,2.58,1.17,320.0,166.0,320,166,7371.0,229645.0,6023.0,103103.0,332748.0,7371,229645,6023,103103,0.0,9.0,7.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,7.0,5.0,2.0,0.0,3.0,3.0,0.0,10.0,0,16,12,4,0,4,3,1,20,0.0,29.0,2.0,27.0,0.0,3.0,0.0,3.0,32.0,0.0,10.0,0.0,10.0,0.0,11.0,0.0,11.0,21.0,0,39,2,37,0,14,0,14,53,528438.0,573961.0,1102399.0,528438,573961,1102399,525794.0,571743.0,1097537.0,525794,571743,1097537,315,143,842067,842067,2430784,2424101,3,-0.8220760342003323,8.143771295171675,El Camino Community College District
152,17,1151,1274,2425,4,0.0,0.0,0,0,0,0.0,0.0,0,14366.0,28452.0,1.0,1.0,49538.0,49916.0,0.29,0.57,1750.0,2483.0,4.0,6.0,38889.0,38200.0,0.18,0.39,21.0,24.0,21,24,1330.0,27923.0,938.0,22518.0,50441.0,1330,27923,938,22518,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,1,1,0,2,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,6.0,0,9,0,9,0,1,0,1,10,56472.0,66346.0,122818.0,56472,66346,122818,56472.0,66346.0,122818.0,56472,66346,122818,21,24,60926,60926,183744,183744,0,-6.785447847465675,-4.433833066597898,Evergreen Valley College
153,17,228,247,475,4,1000.0,500.0,1500,67,33,10169.0,9313.0,19482,71639.0,27273.0,5.0,8.0,79599.0,54006.0,4.5,4.04,10291.0,15472.0,18.0,7.0,30022.0,30944.0,6.17,3.5,152.0,100.0,152,100,8458.0,167300.0,11646.0,150221.0,317521.0,8458,167300,11646,150221,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,0.0,8.0,5,5,7,3,1,2,3,0,13,0.0,18.0,2.0,16.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,6.0,10.0,0,22,2,20,0,6,0,6,28,568136.0,497750.0,1065886.0,568136,497750,1065886,568136.0,497750.0,1065886.0,568136,497750,1065886,152,97,424827,424827,2028409,2028409,2,-2.8580624905441896,0.5634653196432786,Feather River Community College District
154,17,2349,2515,4864,4,0.0,0.0,0,0,0,0.0,0.0,0,35707.0,32092.0,5.0,8.0,39674.0,36677.0,4.5,7.0,3500.0,3500.0,10.0,9.0,35000.0,35000.0,1.0,0.9,116.0,106.0,116,106,2405.0,68809.0,5361.0,61187.0,129996.0,2405,68809,5361,61187,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,8.0,6,2,8,0,3,2,3,2,13,0.0,8.0,0.0,8.0,0.0,2.0,0.0,2.0,10.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,9.0,0,12,0,12,0,7,0,7,19,196316.0,373430.0,569746.0,196316,373430,569746,196316.0,373430.0,569746.0,196316,373430,569746,116,102,24820,24820,877185,877185,0,-3.197432481143293,0.13977425196866614,Foothill College
155,17,3212,3585,6797,4,0.0,0.0,0,0,0,0.0,0.0,0,32183.0,21577.0,9.0,11.0,91951.0,75588.0,3.15,3.14,6936.0,5105.0,29.0,23.0,19837.0,17630.0,10.14,6.66,269.0,144.0,269,144,12282.0,338943.0,16841.0,232012.0,570955.0,12282,338943,16841,232012,0.0,7.0,7.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,3.0,11.0,0,11,11,0,0,9,4,5,20,0.0,28.0,3.0,25.0,0.0,1.0,0.0,1.0,29.0,0.0,16.0,1.0,15.0,0.0,7.0,1.0,6.0,23.0,0,44,4,40,0,8,1,7,52,676178.0,674641.0,1350819.0,676178,674641,1350819,663602.0,641682.0,1305284.0,663602,641682,1305284,254,133,737371,779508,2790899,2678595,3,-1.0863579696854277,7.890969075800473,Fresno City College
156,5,604,1470,2074,2,1408135.0,1386746.0,2794881,50,50,33452.0,25158.0,58610,36863.0,36686.0,7.0,7.0,51608.0,51360.0,5.0,5.0,8172.0,8514.0,25.0,24.0,27168.0,27136.0,7.52,7.53,188.0,151.0,188,151,21570.0,571324.0,21033.0,410183.0,981507.0,21570,571324,21033,410183,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,7.0,5,8,13,0,1,0,1,0,14,2.0,21.0,2.0,21.0,1.0,5.0,1.0,5.0,29.0,2.0,14.0,2.0,14.0,2.0,10.0,2.0,10.0,28.0,4,35,4,35,3,15,3,15,57,2335481.0,2099514.0,4434995.0,2335481,2099514,4434995,2227831.0,2014503.0,4242334.0,2227831,2014503,4242334,178,138,1666835,1532386,7236421,6880724,3,2.257013850943162,4.398300348853245,Fresno Pacific University
157,17,3518,3710,7228,4,0.0,0.0,0,0,0,0.0,0.0,0,24492.0,15793.0,11.0,12.0,70712.0,70715.0,3.81,2.68,5160.0,3000.0,25.0,20.0,70879.0,70588.0,1.82,0.85,304.0,136.0,304,136,8293.0,259189.0,7995.0,90416.0,349605.0,8293,259189,7995,90416,0.0,9.0,7.0,2.0,0.0,2.0,2.0,0.0,11.0,0.0,4.0,1.0,3.0,0.0,8.0,5.0,3.0,12.0,0,13,8,5,0,10,7,3,23,0.0,25.0,3.0,22.0,0.0,0.0,0.0,0.0,25.0,0.0,12.0,4.0,8.0,0.0,8.0,0.0,8.0,20.0,0,37,7,30,0,8,0,8,45,402928.0,326797.0,729725.0,402928,326797,729725,402928.0,326797.0,729725.0,402928,326797,729725,291,118,491805,491805,1624846,1624846,3,-1.5074394247724978,7.83687182501012,Fullerton College
158,17,868,909,1777,4,0.0,0.0,0,0,0,0.0,0.0,0,5592.0,5592.0,4.0,4.0,79886.0,79886.0,0.28,0.28,2773.0,3169.0,12.0,8.0,16312.0,14913.0,2.04,1.7,118.0,50.0,118,50,4312.0,112833.0,6035.0,74589.0,187422.0,4312,112833,6035,74589,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0,7,3,4,0,1,1,0,8,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,8.0,0,16,0,16,0,4,0,4,20,91794.0,120935.0,212729.0,91794,120935,212729,89325.0,108619.0,197944.0,89325,108619,197944,118,40,696875,666115,1107969,1052289,0,-5.742478284821375,-1.0136816537445577,Gavilan College
159,17,3055,3642,6697,4,0.0,0.0,0,0,0,0.0,0.0,0,7265.0,6609.0,8.0,8.0,29060.0,26436.0,2.0,2.0,2088.0,1893.0,22.0,15.0,20786.0,14198.0,2.21,2.0,224.0,103.0,224,103,3217.0,80352.0,4265.0,54477.0,134829.0,3217,80352,4265,54477,0.0,7.0,3.0,4.0,0.0,1.0,1.0,0.0,8.0,0.0,7.0,3.0,4.0,0.0,1.0,1.0,0.0,8.0,0,14,6,8,0,2,2,0,16,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,12.0,0.0,4.0,0.0,4.0,16.0,0,36,0,36,0,4,0,4,40,140437.0,128877.0,269314.0,140437,128877,269314,140437.0,128877.0,269314.0,140437,128877,269314,216,97,37706,37706,427443,427443,3,-3.8978956058297167,4.490414807553999,Glendale Community College
160,17,1887,1806,3693,4,0.0,0.0,0,0,0,0.0,0.0,0,24822.0,26518.0,8.0,8.0,85226.0,91049.0,2.33,2.33,5134.0,3877.0,23.0,15.0,19263.0,19385.0,6.13,3.0,238.0,104.0,238,104,2008.0,71103.0,3133.0,39719.0,110822.0,2008,71103,3133,39719,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,2.0,8.0,0,12,8,4,0,4,2,2,16,0.0,22.0,1.0,21.0,0.0,1.0,0.0,1.0,23.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,15.0,0,29,1,28,0,9,0,9,38,252754.0,312068.0,564822.0,252754,312068,564822,252754.0,312068.0,564822.0,252754,312068,564822,223,97,237272,237272,942180,942180,3,-3.3645358620095074,4.561061413015553,Golden West College
161,17,2754,3272,6026,4,0.0,0.0,0,0,0,0.0,0.0,0,44597.0,42812.0,7.0,10.0,94600.0,101933.0,3.3,4.2,5858.0,2133.0,17.0,15.0,27209.0,16078.0,3.66,1.99,187.0,132.0,187,132,7303.0,172979.0,11808.0,159494.0,332473.0,7303,172979,11808,159494,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0,4.0,0.0,3.0,2.0,1.0,10.0,0,14,6,8,0,3,2,1,17,0.0,23.0,1.0,22.0,0.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,11.0,0.0,8.0,0.0,8.0,19.0,0,34,1,33,0,8,0,8,42,313964.0,605962.0,919926.0,313964,605962,919926,313964.0,605962.0,919926.0,313964,605962,919926,186,113,625399,609684,2114223,2098508,3,-2.9218272409044674,4.815897973041819,Grossmont College
162,17,1570,1858,3428,4,0.0,0.0,0,0,0,0.0,0.0,0,7547.0,7512.0,6.0,6.0,34047.0,33889.0,1.33,1.33,5098.0,5383.0,19.0,13.0,39536.0,38662.0,2.45,1.81,195.0,98.0,195,98,2831.0,77943.0,4658.0,75724.0,153667.0,2831,77943,4658,75724,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,6.0,0,10,9,1,0,2,1,1,12,0.0,17.0,0.0,17.0,0.0,2.0,0.0,2.0,19.0,0.0,10.0,0.0,10.0,0.0,3.0,0.0,3.0,13.0,0,27,0,27,0,5,0,5,32,129720.0,162312.0,292032.0,129720,162312,292032,140446.0,161197.0,301643.0,140446,161197,301643,180,90,93075,122353,565960,565225,0,-4.091854374266176,2.3432070295319556,Hartnell College
164,4,3234,4251,7485,1,477837.0,401110.0,878947,54,46,62766.0,34694.0,97460,70116.0,61941.0,5.0,7.0,100166.0,81809.0,3.5,5.3,21280.0,21370.0,15.0,9.0,52500.0,48939.0,6.08,3.93,191.0,205.0,191,205,14993.0,569511.0,22782.0,581726.0,1151237.0,14993,569511,22782,581726,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,3.0,1.0,4.0,0.0,7.0,4,4,8,0,3,1,4,0,12,1.0,12.0,1.0,12.0,0.0,2.0,0.0,2.0,15.0,0.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,9.0,1,15,2,14,1,7,1,7,24,441362.0,1663449.0,2104811.0,441362,1663449,2104811,440345.0,1646493.0,2086838.0,440345,1646493,2086838,183,191,2447763,2365490,6777452,6676418,2,0.069895393955663,-0.4209757275088458,Humboldt State University
165,17,1556,1828,3384,4,0.0,0.0,0,0,0,0.0,0.0,0,7560.0,7200.0,4.0,6.0,60480.0,60000.0,0.5,0.72,1890.0,1964.0,9.0,9.0,141750.0,147300.0,0.12,0.12,61.0,67.0,61,67,7570.0,97285.0,9922.0,106767.0,204052.0,7570,97285,9922,106767,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,6.0,0,9,4,5,0,2,0,2,11,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,6.0,9.0,0,12,0,12,0,6,0,6,18,114365.0,151520.0,265885.0,114365,151520,265885,98541.0,138448.0,236989.0,98541,138448,236989,61,66,93172,79864,458738,405030,0,-4.956604675672763,-0.7758783887998593,Imperial Valley College
166,17,2676,2280,4956,4,0.0,0.0,0,0,0,0.0,0.0,0,72560.0,47810.0,6.0,7.0,109387.0,97571.0,3.98,3.43,4730.0,4801.0,17.0,15.0,16018.0,14519.0,5.02,4.96,107.0,81.0,107,81,16699.0,302464.0,21121.0,221736.0,524200.0,16699,302464,21121,221736,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,7.0,0,11,7,4,0,2,1,1,13,0.0,17.0,0.0,17.0,0.0,3.0,0.0,3.0,20.0,0.0,10.0,0.0,10.0,0.0,7.0,0.0,7.0,17.0,0,27,0,27,0,10,0,10,37,655860.0,557844.0,1213704.0,655860,557844,1213704,655860.0,557844.0,1213704.0,655860,557844,1213704,107,72,798893,798893,2530423,2530423,3,-3.061879084279004,3.0704716046270835,Irvine Valley College
167,17,1291,1603,2894,4,0.0,0.0,0,0,0,0.0,0.0,0,29802.0,23927.0,5.0,6.0,69307.0,55644.0,2.15,2.58,9113.0,6081.0,11.0,5.0,38407.0,25550.0,2.61,1.19,115.0,68.0,115,68,10616.0,222806.0,13561.0,151210.0,374016.0,10616,222806,13561,151210,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,3.0,3.0,0.0,6.0,0,8,6,2,0,3,3,0,11,0.0,16.0,1.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,6.0,10.0,0,20,1,19,0,6,0,6,26,298693.0,339335.0,638028.0,298693,339335,638028,290317.0,328427.0,618744.0,290317,328427,618744,115,68,468066,466819,1532437,1503430,0,-4.402202245084725,0.5792942142640921,Reedley College
168,15,192,275,467,2,68727.0,49764.0,118491,58,42,9836.0,705.0,10541,16425.0,12375.0,2.0,2.0,46929.0,30938.0,0.7,0.8,9220.0,2000.0,2.0,1.0,36880.0,20000.0,0.5,0.1,22.0,18.0,22,18,4284.0,64926.0,2525.0,24534.0,89460.0,4284,64926,2525,24534,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,4,1,3,0,0,0,0,4,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,2,0,2,0,1,0,1,3,9493.0,117219.0,126712.0,9493,117219,126712,9493.0,117219.0,126712.0,9493,117219,126712,18,14,116647,116647,449597,449597,0,-7.1184954673376275,-5.134761454374103,Life Pacific College
169,6,1586,2226,3812,2,0.0,0.0,0,0,0,4957.0,8206.0,13163,53119.0,38154.0,9.0,9.0,76369.0,70656.0,6.26,4.86,7230.0,2488.0,29.0,21.0,55912.0,54998.0,3.75,0.95,291.0,141.0,291,141,8437.0,220411.0,9653.0,125841.0,346252.0,8437,220411,9653,125841,4.0,4.0,8.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,3.0,3.0,0.0,2.0,4.0,6.0,0.0,9.0,4,7,11,0,2,5,7,0,18,3.0,23.0,3.0,23.0,0.0,3.0,0.0,3.0,29.0,0.0,7.0,0.0,7.0,0.0,14.0,0.0,14.0,21.0,3,30,3,30,0,17,0,17,50,766802.0,730564.0,1497366.0,766802,730564,1497366,672201.0,644304.0,1316505.0,672201,644304,1316505,256,126,1793864,1711724,4103278,3785852,3,0.15929767375536208,6.749823823575825,University of La Verne
